Manufacturer,Model,Form factor
Asus,Chromebook Flip C100PA,Chromebook
Asus,Chromebook Flip C101PA,Chromebook
Asus,ROG Phone,Phone
Asus,ROG Phone 3,Phone
Asus,ROG Phone 5 series,Phone
Asus,ROG Phone 6 series,Phone
Asus,ROG Phone 6D Ultimate,Phone
Asus,ROG Phone 7 series,Phone
Asus,ROG Phone 9,Phone
Asus,Smartphone for Snapdragon Insiders,Phone
Asus,Zenfone 10,Phone
Asus,Zenfone 11 Ultra,Phone
Asus,ZenFone 3 (ZE520KL),Phone
Asus,ZenFone 3 (ZE552KL),Phone
Asus,ZenFone 3 Deluxe (ZS550KL),Phone
Asus,ZenFone 3 Deluxe (ZS570KL),Phone
Asus,ZenFone 3 Max (ZC553KL),Phone
Asus,ZenFone 3 Zoom (ZE553KL),Phone
Asus,ZenFone 4 (ZE554KL),Phone
Asus,ZenFone 4 Max (ZC520KL),Phone
Asus,ZenFone 4 Max (ZC554KL),Phone
Asus,ZenFone 4 Pro (ZS551KL),Phone
Asus,ZenFone 4 Selfie (ZD553KL),Phone
Asus,ZenFone 4 Selfie Lite (ZB520KL),Phone
Asus,ZenFone 5 (ZE620KL),Phone
Asus,ZenFone 5 Lite (ZC600KL),Phone
Asus,ZenFone 5Z (ZS620KL) (WW) / 5Z (ZS621KL) (IN),Phone
Asus,ZenFone 6 (ZS630KL) (WW) / 6Z (ZS630KL) (IN),Phone
Asus,ZenFone 7 / 7 Pro (ZS670KS/ZS671KS),Phone
Asus,Zenfone 8,Phone
Asus,Zenfone 8 Flip,Phone
Asus,Zenfone 9,Phone
Asus,ZenFone Lite L1 (G553KL),Phone
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),Phone
Asus,ZenFone Live L1 (G552KL),Phone
Asus,ZenFone Live L1 (ZA550KL),Phone
Asus,ZenFone Live Plus (ZB553KL),Phone
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),Phone
Asus,ZenFone Max M2 (ZB633KL) (WW) / Max M2 (ZB632KL) (IN),Phone
Asus,ZenFone Max Plus M1 (ZB570TL),Phone
Asus,ZenFone Max Plus M2 (ZB634KL),Phone
Asus,ZenFone Max Pro M1 (ZB602KL) (WW) / Max Pro M1 (ZB601KL) (IN),Phone
Asus,ZenFone Max Pro M2 (ZB631KL) (WW) / Max Pro M2 (ZB630KL) (IN),Phone
Asus,ZenFone Max Shot (ZB634KL),Phone
Asus,ZenFone V,Phone
Asus,ZenFone V Live,Phone
AT&T,AT&T Calypso® 4,Phone
AT&T,AT&T Maestro™ Plus,Phone
AT&T,AT&T Motivate® Pro 2 5G,Phone
AT&T,AT&T Motivate® Pro 5G,Phone
AT&T,AT&T Motivate™ 2,Phone
AT&T,AT&T Propel™ 5G,Phone
AT&T,AT&T RADIANT™ Max 5G,Phone
AT&T,AT&T Trek™,Phone
AT&T,AT&T Verge™,Phone
AT&T,AT&T Verge™ 2 5G,Phone
AT&T,AT&T Vista™,Phone
AT&T,Pelican,Phone
AT&T,QS5509A,Phone
AT&T,U202AA,Phone
AT&T,U304AA,Phone
AT&T,U318AA,Phone
AT&T,U319AA,Phone
AT&T,U626AA,Phone
AT&T,U705AA,Phone
ATEAM,A1010,Tablet
ATEAM,A801,Tablet
ATEC,APD3,Tablet
ATEC,ATEC GRANDE,Tablet
ATEC,ATEC_GRANDE,Tablet
AthenaStellar,MAT80211,Tablet
Athesi,AP5501,Phone
Athesi,AP5701,Phone
Athesi,AP5801,Phone
Athesi,AT-E8T,Phone
Athesi,Athesi AP5702,Phone
Athesi,Athesi AP5706,Phone
Athesi,Athesi professional AP5705S,Phone
Athesi,E55,Phone
Athesi,E65,Phone
Athesi,RT4500_EEA,Phone
ATID,AT908,Phone
ATILIM UNIVERSITY,ATILIM_mPAD07,Tablet
ATM (Brazil),IT-1001A,Tablet
ATM (Brazil),R5,Phone
ATM (Brazil),R5_Pro,Phone
ATM (Brazil),X50u,Phone
ATMPC,A9_EEA,Tablet
ATMPC,IT-701A,Tablet
ATMPC,IT-801B,Tablet
ATMPC,IT-801BA1_EEA,Tablet
ATMPC,IT-801BA3_EEA,Tablet
ATMPC,IT-801BA5_EEA,Tablet
ATMPC,IT-801BA6,Tablet
ATMPC,IT_1001A2_EEA,Tablet
ATMPC,IT_701A,Tablet
ATMPC,IT_701A1,Tablet
ATMPC,IT_801B,Tablet
ATMPC,IT_801BA4_EEA,Tablet
ATOL,Smart.Slim Plus,Phone
ATOL,Smart_Prime,Phone
ATOTO,X10,Tablet
Atozee,A30MAX,Tablet
Atozee,AT10K,Tablet
Atozee,AT11K,Tablet
Atozee,AT12K,Tablet
Atozee,AT70K,Tablet
Atozee,AT71K,Tablet
Atozee,AT81K,Tablet
Atozee,CP10_Pro,Tablet
Atozee,CP10S,Tablet
Atozee,CP20_GOLD,Tablet
Atozee,CP20_MAX,Tablet
Atozee,CP20_PRO,Tablet
Atozee,CP20S,Tablet
Atozee,CP30,Tablet
Atozee,CP31,Tablet
Atozee,CP80,Tablet
Atozee,CP80KS,Tablet
Atozee,CP81,Tablet
Atozee,NV10S,Tablet
Atozee,P12,Tablet
Atozee,P70W,Tablet
Atozee,P80W,Tablet
Atozee,P81M,Tablet
Atozee,P81W,Tablet
Atozee,Q2S,Tablet
Atozee,Q2S_Pro,Tablet
Atozee,Q2SK,Tablet
Atozee,T30MAX,Tablet
Atozee,T30MAX_EEA,Tablet
Atozee,YQ10S_Gold,Tablet
Atozee,YQ10S_MAX,Tablet
Atozee,YQ10SK,Tablet
Atozee,ZB10S,Tablet
Atozee,ZB11S,Tablet
Attila,S25,Phone
ATVIO,100011886BK,Tablet
ATVIO,ATVIO,Tablet
ATVIO,MID1032,Tablet
Auchan,SP19504,Phone
Auchan,ST19101,Tablet
AUPO,AUPO_Zeus_10_Pro,Tablet
Aura,DemoPad,Tablet
AURZEN,TB-AS100A,Tablet
AURZEN,TB-AS110A,Tablet
AUZMAI,V60,Phone
AVA(USA),AVA-RM-RX1-EU,Phone
AVA(USA),AVA-RM-RX2-US,Phone
AVACOM,AVT015,Tablet
AVACOM,AVT016,Tablet
Avaya,Vantage,Tablet
AvidPad,A30,Tablet
AvidPad,A30PRO,Tablet
AvidPad,A60,Tablet
AvidPad,A90PRO,Tablet
AvidPad,A90S-1,Tablet
AvidPad,S30,Phone
AvidPad,S60,Tablet
AvidPad,S80,Tablet
Avion,Avion A10,Phone
AVITA,T101,Tablet
Avtek,TS 8 Lite G,Tablet
Avtek,TS_8_1_Mate_G,Tablet
Avvio,Avvio 4GO,Phone
AWOW,AWOW_CreaPad_1001,Tablet
AWOW,AWOW_CreaPad_1003,Tablet
AWOW,CQA1019_EEA,Tablet
AWOW,CreaPad_1005_EEA,Tablet
AWOW,CreaPad_1009,Tablet
AWOW,CreaPad_1009_EEA,Tablet
AWOW,CreaPad_1009S,Tablet
AWOW,Funtab_1001,Tablet
AWOW,Funtab_1001_EEA,Tablet
AWOW,Funtab_1003_EEA,Tablet
AWOW,Funtab_1003_US,Tablet
AWOW,Funtab_1005_EEA,Tablet
AWOW,MID-789A100-EEA,Tablet
AWOW,MID_1085_EEA,Tablet
AWOW,MID_1089IPS_EEA,Tablet
AWOW,P11_EEA,Tablet
AWOW,P12_EEA,Tablet
AWOW,UTBook,Tablet
AWOW,UTBook_14,Tablet
AWOW,UTBook_15,Tablet
AWOW,UTBook_15_EEA,Tablet
AWOW,UTBook_16_US,Tablet
AWOW,UTBook_EEA,Tablet
AX-META,AX_META_Tab_7,Phone
AXEL,AX_PRO,Tablet
AXION,SBAA1011,Tablet
Axioo,PICOpad-7H,Phone
Axioo,PICOpad_7H_JL,Tablet
Axioo,PICOpad_7H_R8,Tablet
AXON,Axon Radiance 1,Phone
AXON,Evolution,Tablet
AXPRO,AX09,Phone
Axzy,Axzy_Pad,Tablet
Axzy,Axzy_Pad_Pro,Tablet
Ayat,Ayat_101,Tablet
AYYA,Ayat101,Tablet
AYYA,T1,Phone
Azeyou,AT1002J,Tablet
Azeyou,AT1011E,Tablet
Azeyou,AT1011U,Tablet
Azeyou,AT1012E,Tablet
Azeyou,AT1012U,Tablet
Azeyou,AT1014,Tablet
Azeyou,AT1016BBK,Tablet
Azeyou,AT1016E,Tablet
Azeyou,AT1016U,Tablet
Azeyou,AT1101,Tablet
Azeyou,AT1202J,Tablet
Azeyou,F8U,Tablet
Azeyou,K10U,Tablet
Azeyou,M17QF27A,Tablet
Azeyou,M17T11_US,Tablet
AZOM TECH,Desert2,Phone
AZOM TECH,River1,Phone
AZPEN,A1080,Tablet
AZPEN,A1080G,Tablet
AZPEN,A1083,Tablet
AZPEN,A780G,Tablet
AZPEN,A780G1,Tablet
AZPEN,C-603,Tablet
AZPEN,G800,Tablet
Azumi,A4,Phone
Azumi,A4_B,Phone
Azumi,A4PLUS_AC11,Phone
Azumi,A5+,Phone
Azumi,A5_P1,Phone
Azumi,A5B,Phone
Azumi,Azumi V4,Phone
Azumi,Azumi_M5_P,Phone
Azumi,Azumi_V54_AC04,Phone
Azumi,AZUMI_V5_AC01,Phone
Azumi,Azumi_V5PLUS_AC24,Phone
Azumi,NOBU_A55_PRO,Phone
Azumi,V5,Phone
Azumi,V5+,Phone
Azumi,V51,Phone
Azumi,V55_AC04,Phone
Azumi,V5_AC25B,Phone
Azumi,V60,Phone
Babal,1008,Phone
BAIWOYER,E10,Tablet
BAKEN,M10,Tablet
BALMUDA,BALMUDA Phone,Phone
Barnes and Noble,BNTV460,Tablet
Barnes and Noble,BNTV650,Tablet
BARTEC,BARTEC SP9EX1 Smartphone,Phone
BARTEC,Pixavi Phone,Phone
BASICS,BT1025SS,Tablet
BASICS,BT1124FW,Tablet
BASICS,BT1226SS,Tablet
BATMAN,TM-MID1065BT,Tablet
Bauhn,ATAB10-1224,Tablet
Bauhn,ATAB7-0125,Tablet
BAYKUS,BKM10,Tablet
BDQ,Destiny,Tablet
BDQ,Destiny-4G,Phone
beafon,M5,Phone
beafon,M6s,Phone
beafon,M7,Phone
beafon,M7 Lite,Phone
beafon,MX1,Phone
beafon,TL20,Tablet
beafon,TW10,Tablet
beafon,TW20_EEA,Tablet
Beghelli,SLV SMARTPHONE 55,Phone
BEISTA,K105,Tablet
BEISTA,T30,Tablet
BEISTA,X101,Tablet
BEISTA,X104,Tablet
BEISTA,X104-EEA,Tablet
BEISTA,X80-EEA,Tablet
BeLeno,BeLeno_Neod_8,Tablet
BeLeno,BeLeno_Turbo_101,Tablet
benco,AE9110,Phone
benco,AE9230,Phone
benco,AE9240,Phone
benco,AE9250,Phone
benco,AE9950,Phone
benco,AEOP519,Phone
benco,AEOP520,Phone
benco,AF9010_F,Phone
benco,AF9020,Phone
benco,AF9030,Phone
benco,AH9910,Phone
benco,benco S1 Plus,Phone
benco,benco S1 Pro,Phone
benco,benco S2,Phone
benco,benco S2c,Phone
benco,benco V62,Phone
benco,benco v80,Phone
benco,benco V90,Phone
benco,benco V90i,Phone
benco,benco V91,Phone
benco,benco V92,Phone
benco,benco Y11,Phone
benco,benco Y40,Phone
benco,M1000,Tablet
benco,M700,Tablet
Benesse,50S904,Tablet
Benesse,TAB-A05-BD,Tablet
Beneve,M1036,Tablet
Beneve,M1038_EEA,Tablet
Beneve,M51S_EEA,Tablet
Beneve,M53,Tablet
Beneve,M53_EEA,Tablet
Beneve,M55_EEA,Tablet
Beneve,M7152,Tablet
Beneve,M7152D1,Tablet
Beneve,M7152D1_EEA,Tablet
Beneve,M7152P_EEA,Tablet
BenQ,BenQ_Digital_Signage_04,Tablet
BenQ,NE001_series,Tablet
BenQ,RE04_series,Tablet
BenQ,RE04A,Tablet
BenQ,RE04N_series,Tablet
BenQ,RM6504,Tablet
BenQ,RM7504,Tablet
BenQ,RM8604,Tablet
BenQ,RP05_series,Tablet
BenQ,RP6504,Tablet
BenQ,RP7504,Tablet
BenQ,RP8604,Tablet
Benten,Benten_S9_4G,Tablet
Benten,Benten_T20,Tablet
Benten,Benten_T30,Phone
Benten,T10,Phone
Benten,T8,Phone
BERGSTROM,666770,Phone
BERGSTROM,H634_BLK,Phone
BERGSTROM,P187,Phone
BesDW,Note 15,Phone
BesDW,X10_ROW,Tablet
Bestreha,BRN01,Tablet
BESTTAB,A10_NEU,Tablet
BESTTAB,A20_EEA,Tablet
BEYODFU,M148,Tablet
BEYODFU,M326-EEA,Tablet
BEYODFU,M901,Tablet
Bfelix,BF1001_Kids,Tablet
Biegedy,B21_EEA,Tablet
Biegedy,B22-U-EEA,Tablet
Biegedy,B22_EEA,Tablet
Biegedy,B22_US,Tablet
Biegedy,B23_U_EEA,Tablet
Biegedy,B25_EEA,Tablet
Biegedy,B25_US,Tablet
Biegedy,B29_EEA,Tablet
Biegedy,B29_US,Tablet
Bigben,Bigtech_B_RU,Tablet
Bigme,HiBreak_EEA,Phone
Bigtech,Bigtech_A_RU,Tablet
Bigtech,BigTech_D2,Tablet
BilimBook,BilimBook_mini,Tablet
BILIMLI,BILIMLI2025,Tablet
Billow,X101PRO+,Tablet
Billow,X103PRO,Tablet
BioRugged,BIOWOLF8F30,Phone
BioRugged,BioWolf_C,Tablet
BIOSfone,T11,Phone
Bird,F15,Phone
Bird,S1,Phone
Bita-International,MC66,Phone
Bitel,B8506,Phone
Bitel,BPRO,Phone
Bitmore,Mobitab10_S3_32GB,Tablet
Bitmore,Tab10_Plus_32GB,Tablet
Bittium,Bittium Tough Mobile 2,Phone
Bizringer,8BIZ18,Phone
BKAV,Bphone B86,Phone
Blabloo,Space1Blue,Phone
BlackBerry,BlackBerry Evolve,Phone
BlackBerry,Blackberry Evolve X,Phone
BlackBerry,BlackBerry KEY2,Phone
BlackBerry,BlackBerry KEY2 LE,Phone
BlackBerry,BlackBerry MOTION,Phone
BlackBerry,KEYone,Phone
Blackfox,BMM431B,Phone
Blackfox,BMM441A,Phone
Blackfox,BMM441B,Phone
Blackfox,BMM441S,Phone
Blackfox,BMM531A,Phone
Blackfox,BMM531S,Phone
Blackfox,BMM532D,Phone
Blackfox,BMM541W,Phone
Blackshark,Black Shark 2,Phone
Blackshark,Black shark 4 pro,Phone
Blackshark,Black_Shark_Gaming_Tablet,Tablet
Blackshark,BSM2,Tablet
Blackshark,KLE-A0,Phone
Blackshark,MBU-A0,Phone
Blackshark,Pad6,Tablet
Blackshark,Pad7,Tablet
Blackshark,Pad7_Pro,Tablet
Blackshark,Pad7_WiFi,Tablet
Blackshark,Shark 1S,Phone
Blackshark,SHARK KSR-A0,Phone
Blackshark,SHARK PRS-A0,Phone
Blackshark,黑鲨游戏手机,Phone
Blackshark,黑鲨游戏手机 2 Pro,Phone
Blackview,A100,Phone
Blackview,A20,Phone
Blackview,A200 Pro,Phone
Blackview,A50,Phone
Blackview,A52,Phone
Blackview,A52 Pro,Phone
Blackview,A53,Phone
Blackview,A53 Pro,Phone
Blackview,A55,Phone
Blackview,A55 Pro,Phone
Blackview,A60,Phone
Blackview,A60 Plus,Phone
Blackview,A60 Pro,Phone
Blackview,A70,Phone
Blackview,A70 Pro,Phone
Blackview,A80,Phone
Blackview,A80Plus,Phone
Blackview,A80Pro,Phone
Blackview,A80S,Phone
Blackview,A85,Phone
Blackview,A90,Phone
Blackview,A95,Phone
Blackview,A96,Phone
Blackview,Active 10 Pro,Tablet
Blackview,Active 12 Pro,Tablet
Blackview,Active 5,Tablet
Blackview,Active 6,Tablet
Blackview,Active 7,Tablet
Blackview,Active 8 Pro,Tablet
Blackview,Active8_EEA,Tablet
Blackview,BL5000,Phone
Blackview,BL6000Pro,Phone
Blackview,BL7000,Phone
Blackview,BL8000,Phone
Blackview,BL8800,Phone
Blackview,BL8800Pro,Phone
Blackview,BL9000,Phone
Blackview,BL9000 Pro,Phone
Blackview,Blackview A20 Pro,Phone
Blackview,Blackview A30,Phone
Blackview,Blackview BV9500,Phone
Blackview,Blackview BV9500-RU,Phone
Blackview,Blackview BV9500Plus,Phone
Blackview,Blackview BV9500Pro,Phone
Blackview,Blackview BV9700Pro,Phone
Blackview,Blackview BV9900,Phone
Blackview,Blackview BV9900Pro,Phone
Blackview,BV4800,Phone
Blackview,BV4800 Pro,Phone
Blackview,BV4800 SE,Phone
Blackview,BV4900,Phone
Blackview,BV4900Pro,Phone
Blackview,BV4900s,Phone
Blackview,BV5100,Phone
Blackview,BV5100Pro,Phone
Blackview,BV5200,Phone
Blackview,BV5200 Pro,Phone
Blackview,BV5300,Phone
Blackview,BV5300 Plus,Phone
Blackview,BV5300 Pro,Phone
Blackview,BV5500,Phone
Blackview,BV5500PLUS,Phone
Blackview,BV5500Pro,Phone
Blackview,BV5500S,Phone
Blackview,BV5800,Phone
Blackview,BV5800_RU,Phone
Blackview,BV5800PRO,Phone
Blackview,BV5800PRO_RU,Phone
Blackview,BV5900,Phone
Blackview,BV6100,Phone
Blackview,BV6200,Phone
Blackview,BV6200 Plus,Phone
Blackview,BV6200 Pro,Phone
Blackview,BV6300,Phone
Blackview,BV6300Pro,Phone
Blackview,BV6600,Phone
Blackview,BV6600E,Phone
Blackview,BV6600Pro,Phone
Blackview,BV6800Pro,Phone
Blackview,BV6800Pro-RU,Phone
Blackview,BV6900,Phone
Blackview,BV7100,Phone
Blackview,BV7200,Phone
Blackview,BV7300,Phone
Blackview,BV8000 Pro,Phone
Blackview,BV8100,Phone
Blackview,BV8200,Phone
Blackview,BV8800,Phone
Blackview,BV8900,Phone
Blackview,BV8900 Pro,Phone
Blackview,BV9000 Pro-F,Phone
Blackview,BV9000-F,Phone
Blackview,BV9100,Phone
Blackview,BV9200,Phone
Blackview,BV9300,Phone
Blackview,BV9300 Pro,Phone
Blackview,BV9600,Phone
Blackview,BV9600E,Phone
Blackview,BV9800,Phone
Blackview,BV9800Pro,Phone
Blackview,BV9900E,Phone
Blackview,COLOR 6,Phone
Blackview,COLOR 8,Phone
Blackview,FORT 1,Phone
Blackview,FORT 100,Phone
Blackview,FORT 2,Phone
Blackview,FORT 200,Phone
Blackview,FORT 5,Phone
Blackview,HERO 10,Phone
Blackview,LINK 1 Kids,Tablet
Blackview,LINK 2,Tablet
Blackview,LINK 8,Tablet
Blackview,MAX1,Phone
Blackview,MEGA 1,Tablet
Blackview,MEGA 12,Tablet
Blackview,MEGA 2,Tablet
Blackview,MEGA 2 WIFI,Tablet
Blackview,MEGA 3,Tablet
Blackview,MEGA 5,Tablet
Blackview,MEGA 8,Tablet
Blackview,N6000,Phone
Blackview,N6000 SE,Phone
Blackview,P10000 Pro,Phone
Blackview,Pad8_EEA,Tablet
Blackview,Pad8_ROW,Tablet
Blackview,PILOT 2,Phone
Blackview,ROCK 1,Phone
Blackview,ROCK 1 Pro,Phone
Blackview,ROCK 2,Phone
Blackview,ROCK 2 Pro,Phone
Blackview,ROCK 3,Phone
Blackview,SHARK 6,Phone
Blackview,SHARK 8,Phone
Blackview,SHARK 9,Phone
Blackview,Tab 10,Tablet
Blackview,Tab 10 Pro,Tablet
Blackview,Tab 10 WiFi,Tablet
Blackview,Tab 13,Tablet
Blackview,Tab 13 Pro,Tablet
Blackview,Tab 16_Pro,Tablet
Blackview,Tab 18,Tablet
Blackview,Tab 20 Kids,Tablet
Blackview,Tab 20 WiFi,Tablet
Blackview,Tab 3 Kids,Phone
Blackview,Tab 50 Kids,Tablet
Blackview,Tab 50 WiFi,Tablet
Blackview,Tab 60,Tablet
Blackview,Tab 60 Kids,Tablet
Blackview,Tab 60 Pro,Tablet
Blackview,Tab 60 Pro Kids,Tablet
Blackview,Tab 60 WiFi,Tablet
Blackview,Tab 70 WiFi,Tablet
Blackview,Tab 8 WiFi,Tablet
Blackview,Tab 80,Tablet
Blackview,Tab 80 Kids,Tablet
Blackview,Tab 9 WiFi,Tablet
Blackview,Tab 90,Tablet
Blackview,Tab 90 WiFi,Tablet
Blackview,Tab A5 Kids,Tablet
Blackview,Tab A6 Kids,Tablet
Blackview,Tab11_EA,Tablet
Blackview,Tab11_EEA,Tablet
Blackview,Tab11_NEU,Tablet
Blackview,Tab11_ROW,Tablet
Blackview,Tab11_RU,Tablet
Blackview,Tab11SE_EEA,Tablet
Blackview,Tab11SE_NEU,Tablet
Blackview,Tab11SE_RU,Tablet
Blackview,Tab11WiFi_EEA,Tablet
Blackview,Tab11WiFi_RU,Tablet
Blackview,Tab12_EEA,Tablet
Blackview,Tab12_RUU,Tablet
Blackview,Tab12Pro_EEA,Tablet
Blackview,Tab12Pro_NEU,Tablet
Blackview,Tab13Pro_NEU,Tablet
Blackview,Tab15Pro_EEA,Tablet
Blackview,Tab15Pro_RU,Tablet
Blackview,Tab16_EEA,Tablet
Blackview,Tab16_NEU,Tablet
Blackview,Tab16_RU,Tablet
Blackview,Tab5EEA,Tablet
Blackview,Tab5NEU,Tablet
Blackview,Tab6_EEA,Tablet
Blackview,Tab6_NEU,Tablet
Blackview,Tab6Kids_EEA,Tablet
Blackview,Tab6Kids_RU,Tablet
Blackview,Tab6s_EEA,Tablet
Blackview,Tab6s_NEU,Tablet
Blackview,Tab7Pro_EEA,Tablet
Blackview,Tab7Pro_NEU,Tablet
Blackview,Tab8,Tablet
Blackview,Tab8_EEA,Tablet
Blackview,Tab8_NEU,Tablet
Blackview,Tab8_ROW,Tablet
Blackview,Tab8_RU,Tablet
Blackview,Tab9_NEU,Tablet
Blackview,Tab9_RU,Tablet
Blackview,Tab_15_EU,Tablet
Blackview,Tab_15_NEU,Tablet
Blackview,Tab_15_RU,Tablet
Blackview,Tab_30_Kids_EEA,Tablet
Blackview,Tab_30_WiFi_EEA,Tablet
Blackview,Tab_7_EEA,Tablet
Blackview,Tab_7_NEU,Tablet
Blackview,Tab_7_WiFi_EEA,Tablet
Blackview,Tab_7_WiFi_NEU,Tablet
Blackview,WAVE 10,Phone
Blackview,WAVE 10C,Phone
Blackview,WAVE 6C,Phone
Blackview,WAVE 7C,Phone
Blackview,WAVE 8,Phone
Blackview,WAVE 8C,Phone
Blackview,WAVE 9C,Phone
Blackview,XPLORE 1,Phone
Blackview,XPLORE 1 Pro,Phone
Blackview,XPLORE 1 Walkie Talkie,Phone
Blackview,XPLORE 2,Phone
Blackview,XPLORE 2 Projector,Phone
Blackview,XPLORE 2 Satellite,Phone
Blackview,XPLORE X1,Phone
Blackview,ZENO 1,Tablet
Blackview,ZENO 10,Tablet
Blackview,ZENO 100,Tablet
BlackZone,BlackZone Apex 5G,Phone
Blaupunkt,Blaupunkt_SM_02,Phone
Blaupunkt,BP_6110,Tablet
Blaupunkt,BP_T6108X,Tablet
Blaupunkt,BP_T6110X,Tablet
Blaupunkt,Guardian,Phone
Blaupunkt,OT19,Phone
Blaupunkt,SF02_eea,Phone
Blaupunkt,SF04 4G,Phone
Blaupunkt,SL05,Phone
Blaupunkt,SM 05,Phone
Blaupunkt,SM_02_2019,Phone
Blaupunkt,TX01,Phone
Blaupunkt,TX60,Phone
BLECK,BE dg,Phone
BLECK,BE_se,Phone
BLESSX,T4SMODELX,Phone
BLOW,BlackTAB7,Tablet
BLOW,BlackTAB8_4G,Tablet
BLOW,GPSTAB7_4G,Tablet
BLOW,KidsTAB10_4G_EEA,Tablet
BLOW,KidsTAB7_V2_EEA,Tablet
BLOW,LaserTAB10,Tablet
BLOW,PlatinumTAB10,Tablet
BLOW,PlatinumTAB10_4G_V1,Tablet
BLOW,PlatinumTAB10_4G_V3,Tablet
BLOW,PlatinumTAB10V11,Tablet
BLOW,PlatinumTAB10V22,Tablet
BLOW,PlatinumTAB11_4G,Tablet
BLOW,PlatinumTAB8_4G,Tablet
Blu,A5L,Phone
Blu,Advance 5.2,Phone
Blu,Advance L4,Phone
Blu,Advance L5,Phone
Blu,B110DL,Phone
Blu,B131DL,Phone
Blu,B140DL,Phone
Blu,B160V,Phone
Blu,B3,Phone
Blu,BLU,Phone
Blu,BLU VIEW 1,Phone
Blu,BOLD K10,Phone
Blu,BOLD K12,Phone
Blu,BOLD K50,Phone
Blu,BOLD M7,Phone
Blu,BOLD N1,Phone
Blu,BOLD N2,Phone
Blu,BOLD N3,Phone
Blu,C2,Phone
Blu,C4,Phone
Blu,C5,Phone
Blu,C5 2019,Phone
Blu,C5 MAX,Phone
Blu,C5 PLUS,Phone
Blu,C5L,Phone
Blu,C5L 2021,Phone
Blu,C5L Max,Phone
Blu,C5L PLUS,Phone
Blu,C5L_2020,Phone
Blu,C5L_Plus,Phone
Blu,C6,Phone
Blu,C6  2020,Phone
Blu,C6 2019,Phone
Blu,C6L,Phone
Blu,C6L 2020,Phone
Blu,C6L 2021,Phone
Blu,C6L MAX,Phone
Blu,C6L Mini,Phone
Blu,C6x,Phone
Blu,C7,Phone
Blu,C7 MAX,Phone
Blu,C7x,Phone
Blu,C9,Phone
Blu,D10,Phone
Blu,D701,Phone
Blu,F5,Phone
Blu,F91 5G,Phone
Blu,G0290WW,Phone
Blu,G33,Phone
Blu,G34,Phone
Blu,G35,Phone
Blu,G40,Phone
Blu,G43,Phone
Blu,G44,Phone
Blu,G44+,Phone
Blu,G45,Phone
Blu,G5,Phone
Blu,G5 Plus,Phone
Blu,G50,Phone
Blu,G50 MEGA,Phone
Blu,G50 MEGA 2022,Phone
Blu,G50 Plus,Phone
Blu,G51,Phone
Blu,G51 Plus,Phone
Blu,G51S,Phone
Blu,G52L,Phone
Blu,G53,Phone
Blu,G54,Phone
Blu,G6,Phone
Blu,G60,Phone
Blu,G61,Phone
Blu,G61S,Phone
Blu,G63,Phone
Blu,G64,Phone
Blu,G64L,Phone
Blu,G65L,Phone
Blu,G70,Phone
Blu,G71,Phone
Blu,G71L,Phone
Blu,G72 MAX,Phone
Blu,G73,Phone
Blu,G73L,Phone
Blu,G74,Phone
Blu,G75,Phone
Blu,G8,Phone
Blu,G84,Phone
Blu,G9,Phone
Blu,G9 PRO,Phone
Blu,G90,Phone
Blu,G90 PRO,Phone
Blu,G91,Phone
Blu,G91 Pro,Phone
Blu,G91_Max,Phone
Blu,G91S,Phone
Blu,G93,Phone
Blu,G95,Phone
Blu,J10L,Phone
Blu,J12,Phone
Blu,J13,Phone
Blu,J6L,Phone
Blu,J6S,Phone
Blu,J7,Phone
Blu,J8L,Phone
Blu,J9L,Phone
Blu,K0010,Phone
Blu,K0150,Phone
Blu,K0170,Phone
Blu,K2,Phone
Blu,M10L,Tablet
Blu,M10L PLUS,Tablet
Blu,M10L Pro,Tablet
Blu,M10L Pro,Phone
Blu,M6,Phone
Blu,M6 2021,Phone
Blu,M7i,Phone
Blu,M8L,Phone
Blu,M8L 2022,Phone
Blu,M8L Plus,Phone
Blu,M8L_Plus,Phone
Blu,S5,Phone
Blu,S91,Phone
Blu,S91 Pro,Phone
Blu,S950P,Phone
Blu,Studio G4,Phone
Blu,Studio Mega,Phone
Blu,Studio X10,Phone
Blu,Studio X10 2022,Phone
Blu,Studio X10+,Phone
Blu,Studio X10L,Phone
Blu,Studio X10L 2022,Phone
Blu,Studio X12,Phone
Blu,Studio X5,Phone
Blu,Studio X5 Max,Phone
Blu,Studio X8 HD,Phone
Blu,T5,Phone
Blu,T5 Plus,Phone
Blu,T500B,Tablet
Blu,T6,Phone
Blu,T6L,Phone
Blu,Tank_Xtreme,Phone
Blu,View 5 Pro,Phone
Blu,VIVO GO,Phone
Blu,Vivo One Plus 2019,Phone
Blu,VIVO VI+,Phone
Blu,VIVO XI,Phone
Blu,Vivo XL3,Phone
Blu,Vivo XL4,Phone
Blu,X22,Phone
Blu,X5,Phone
Blu,X5 PLUS,Phone
Blu,X6,Phone
Bluebird,CF550,Phone
Bluebird,EF401,Phone
Bluebird,EF501R,Phone
Bluebird,EF550,Phone
Bluebird,EF550R,Phone
Bluebird,EK430,Phone
Bluebird,HF550,Phone
Bluebird,RT103,Tablet
Bluebird,S10,Phone
Bluebird,S20,Phone
